UID      PID   PPID   LWP C NLWP %CPU %MEM   VSZ    RSS TTY      STAT START   TIME    COMMAND
aniket   5362  5318   5375 0 14   0.1  0.4  33923252 74280 ?        Sl   17:46   0:00    /proc/self/exe --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-GB --service-sandbox-type=none --crashpad-handler-pid=5339 --enable-crash-reporter=2350b6bb-16d1-4e2c-b33e-460320cf6f9c,no_channel --user-data-dir=/home/aniket/.config/Co
aniket   5362  5318   5570 0 14   0.1  0.4  33923252 74280 ?        Sl   17:46   0:00    /proc/self/exe --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-GB --service-sandbox-type=none --crashpad-handler-pid=5339 --enable-crash-reporter=2350b6bb-16d1-4e2c-b33e-460320cf6f9c,no_channel --user-data-dir=/home/aniket/.config/Co
aniket   5362  5318   5571 0 14   0.1  0.4  33923252 74280 ?        Sl   17:46   0:00    /proc/self/exe --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-GB --service-sandbox-type=none --crashpad-handler-pid=5339 --enable-crash-reporter=2350b6bb-16d1-4e2c-b33e-460320cf6f9c,no_channel --user-data-dir=/home/aniket/.config/Co
aniket   5362  5318   5572 0 14   0.1  0.4  33923252 74280 ?        Sl   17:46   0:00    /proc/self/exe --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-GB --service-sandbox-type=none --crashpad-handler-pid=5339 --enable-crash-reporter=2350b6bb-16d1-4e2c-b33e-460320cf6f9c,no_channel --user-data-dir=/home/aniket/.config/Co
aniket   5381  5324   5381 5 20   11.6 1.7  1463346384 288096 ?        Sl   17:46   0:19    /usr/share/code/code --type=zygote
aniket   5381  5324   5382 0 20   11.6 1.7  1463346384 288096 ?        Sl   17:46   0:19    /usr/share/code/code --type=zygote
aniket   5381  5324   5383 0 20   11.6 1.7  1463346384 288096 ?        Sl   17:46   0:19    /usr/share/code/code --type=zygote
aniket   5381  5324   5384 1 20   11.6 1.7  1463346384 288096 ?        Sl   17:46   0:19    /usr/share/code/code --type=zygote
aniket   5381  5324   5385 0 20   11.6 1.7  1463346384 288096 ?        Sl   17:46   0:19    /usr/share/code/code --type=zygote
aniket   5381  5324   5386 0 20   11.6 1.7  1463346384 288096 ?        Sl   17:46   0:19    /usr/share/code/code --type=zygote
aniket   5381  5324   5389 1 20   11.6 1.7  1463346384 288096 ?        Sl   17:46   0:19    /usr/share/code/code --type=zygote
aniket   5381  5324   5390 0 20   11.6 1.7  1463346384 288096 ?        Sl   17:46   0:19    /usr/share/code/code --type=zygote
aniket   5381  5324   5419 0 20   11.6 1.7  1463346384 288096 ?        Sl   17:46   0:19    /usr/share/code/code --type=zygote
aniket   5381  5324   5420 0 20   11.6 1.7  1463346384 288096 ?        Sl   17:46   0:19    /usr/share/code/code --type=zygote
aniket   5381  5324   5421 0 20   11.6 1.7  1463346384 288096 ?        Sl   17:46   0:19    /usr/share/code/code --type=zygote
aniket   5381  5324   5422 0 20   11.6 1.7  1463346384 288096 ?        Sl   17:46   0:19    /usr/share/code/code --type=zygote
aniket   5381  5324   5423 0 20   11.6 1.7  1463346384 288096 ?        Sl   17:46   0:19    /usr/share/code/code --type=zygote
aniket   5381  5324   5424 0 20   11.6 1.7  1463346384 288096 ?        Sl   17:46   0:19    /usr/share/code/code --type=zygote
aniket   5381  5324   5425 0 20   11.6 1.7  1463346384 288096 ?        Sl   17:46   0:19    /usr/share/code/code --type=zygote
aniket   5381  5324   5460 0 20   11.6 1.7  1463346384 288096 ?        Sl   17:46   0:19    /usr/share/code/code --type=zygote
aniket   5381  5324   5480 0 20   11.6 1.7  1463346384 288096 ?        Sl   17:46   0:19    /usr/share/code/code --type=zygote
aniket   5381  5324   5481 0 20   11.6 1.7  1463346384 288096 ?        Sl   17:46   0:19    /usr/share/code/code --type=zygote
aniket   5381  5324   5493 0 20   11.6 1.7  1463346384 288096 ?        Sl   17:46   0:19    /usr/share/code/code --type=zygote
aniket   5381  5324   5666 0 20   11.6 1.7  1463346384 288096 ?        Sl   17:46   0:19    /usr/share/code/code --type=zygote
aniket   5428  5318   5428 1 20   3.2  0.7  1461334520 115896 ?        Sl   17:46   0:05    /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --crashpad-handler-pid=5339 --enable-crash-reporter=2350b6bb-16d1-4e2c-b33e-460320cf6f9c,no_channel --user-data-dir=/home/aniket/.config/Code --s5
aniket   5428  5318   5430 0 20   3.2  0.7  1461334520 115896 ?        Sl   17:46   0:05    /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --crashpad-handler-pid=5339 --enable-crash-reporter=2350b6bb-16d1-4e2c-b33e-460320cf6f9c,no_channel --user-data-dir=/home/aniket/.config/Code --s5
aniket   5428  5318   5432 0 20   3.2  0.7  1461334520 115896 ?        Sl   17:46   0:05    /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --crashpad-handler-pid=5339 --enable-crash-reporter=2350b6bb-16d1-4e2c-b33e-460320cf6f9c,no_channel --user-data-dir=/home/aniket/.config/Code --s5
aniket   5428  5318   5433 0 20   3.2  0.7  1461334520 115896 ?        Sl   17:46   0:05    /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --crashpad-handler-pid=5339 --enable-crash-reporter=2350b6bb-16d1-4e2c-b33e-460320cf6f9c,no_channel --user-data-dir=/home/aniket/.config/Code --s5
aniket   5428  5318   5434 0 20   3.2  0.7  1461334520 115896 ?        Sl   17:46   0:05    /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --crashpad-handler-pid=5339 --enable-crash-reporter=2350b6bb-16d1-4e2c-b33e-460320cf6f9c,no_channel --user-data-dir=/home/aniket/.config/Code --s5
aniket   5428  5318   5438 0 20   3.2  0.7  1461334520 115896 ?        Sl   17:46   0:05    /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --crashpad-handler-pid=5339 --enable-crash-reporter=2350b6bb-16d1-4e2c-b33e-460320cf6f9c,no_channel --user-data-dir=/home/aniket/.config/Code --s5
aniket   5428  5318   5439 0 20   3.2  0.7  1461334520 115896 ?        Sl   17:46   0:05    /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --crashpad-handler-pid=5339 --enable-crash-reporter=2350b6bb-16d1-4e2c-b33e-460320cf6f9c,no_channel --user-data-dir=/home/aniket/.config/Code --s5
aniket   5428  5318   5440 0 20   3.2  0.7  1461334520 115896 ?        Sl   17:46   0:05    /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --crashpad-handler-pid=5339 --enable-crash-reporter=2350b6bb-16d1-4e2c-b33e-460320cf6f9c,no_channel --user-data-dir=/home/aniket/.config/Code --s5
aniket   5428  5318   5441 0 20   3.2  0.7  1461334520 115896 ?        Sl   17:46   0:05    /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --crashpad-handler-pid=5339 --enable-crash-reporter=2350b6bb-16d1-4e2c-b33e-460320cf6f9c,no_channel --user-data-dir=/home/aniket/.config/Code --s5
aniket   5428  5318   5446 0 20   3.2  0.7  1461334520 115896 ?        Sl   17:46   0:05    /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --crashpad-handler-pid=5339 --enable-crash-reporter=2350b6bb-16d1-4e2c-b33e-460320cf6f9c,no_channel --user-data-dir=/home/aniket/.config/Code --s5
aniket   5428  5318   5447 0 20   3.2  0.7  1461334520 115896 ?        Sl   17:46   0:05    /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --crashpad-handler-pid=5339 --enable-crash-reporter=2350b6bb-16d1-4e2c-b33e-460320cf6f9c,no_channel --user-data-dir=/home/aniket/.config/Code --s5
aniket   5428  5318   5448 0 20   3.2  0.7  1461334520 115896 ?        Sl   17:46   0:05    /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --crashpad-handler-pid=5339 --enable-crash-reporter=2350b6bb-16d1-4e2c-b33e-460320cf6f9c,no_channel --user-data-dir=/home/aniket/.config/Code --s5
aniket   5428  5318   5452 0 20   3.2  0.7  1461334520 115896 ?        Sl   17:46   0:05    /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --crashpad-handler-pid=5339 --enable-crash-reporter=2350b6bb-16d1-4e2c-b33e-460320cf6f9c,no_channel --user-data-dir=/home/aniket/.config/Code --s5
aniket   5428  5318   5455 0 20   3.2  0.7  1461334520 115896 ?        Sl   17:46   0:05    /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --crashpad-handler-pid=5339 --enable-crash-reporter=2350b6bb-16d1-4e2c-b33e-460320cf6f9c,no_channel --user-data-dir=/home/aniket/.config/Code --s5
aniket   5428  5318   5457 0 20   3.2  0.7  1461334520 115896 ?        Sl   17:46   0:05    /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --crashpad-handler-pid=5339 --enable-crash-reporter=2350b6bb-16d1-4e2c-b33e-460320cf6f9c,no_channel --user-data-dir=/home/aniket/.config/Code --s5
aniket   5428  5318   5475 0 20   3.2  0.7  1461334520 115896 ?        Sl   17:46   0:05    /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --crashpad-handler-pid=5339 --enable-crash-reporter=2350b6bb-16d1-4e2c-b33e-460320cf6f9c,no_channel --user-data-dir=/home/aniket/.config/Code --s5
aniket   5428  5318   5476 0 20   3.2  0.7  1461334520 115896 ?        Sl   17:46   0:05    /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --crashpad-handler-pid=5339 --enable-crash-reporter=2350b6bb-16d1-4e2c-b33e-460320cf6f9c,no_channel --user-data-dir=/home/aniket/.config/Code --s5
aniket   5428  5318   5477 0 20   3.2  0.7  1461334520 115896 ?        Sl   17:46   0:05    /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --crashpad-handler-pid=5339 --enable-crash-reporter=2350b6bb-16d1-4e2c-b33e-460320cf6f9c,no_channel --user-data-dir=/home/aniket/.config/Code --s5
aniket   5428  5318   5478 0 20   3.2  0.7  1461334520 115896 ?        Sl   17:46   0:05    /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --crashpad-handler-pid=5339 --enable-crash-reporter=2350b6bb-16d1-4e2c-b33e-460320cf6f9c,no_channel --user-data-dir=/home/aniket/.config/Code --s5
aniket   5428  5318   5479 0 20   3.2  0.7  1461334520 115896 ?        Sl   17:46   0:05    /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --crashpad-handler-pid=5339 --enable-crash-reporter=2350b6bb-16d1-4e2c-b33e-460320cf6f9c,no_channel --user-data-dir=/home/aniket/.config/Code --s5
aniket   5429  5318   5429 0 23   0.5  0.6  1461359660 106192 ?        Sl   17:46   0:00    /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --crashpad-handler-pid=5339 --enable-crash-reporter=2350b6bb-16d1-4e2c-b33e-460320cf6f9c,no_channel --user-data-dir=/home/aniket/.config/Code --sS
aniket   5429  5318   5431 0 23   0.5  0.6  1461359660 106192 ?        Sl   17:46   0:00    /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --crashpad-handler-pid=5339 --enable-crash-reporter=2350b6bb-16d1-4e2c-b33e-460320cf6f9c,no_channel --user-data-dir=/home/aniket/.config/Code --sS
aniket   5429  5318   5435 0 23   0.5  0.6  1461359660 106192 ?        Sl   17:46   0:00    /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --crashpad-handler-pid=5339 --enable-crash-reporter=2350b6bb-16d1-4e2c-b33e-460320cf6f9c,no_channel --user-data-dir=/home/aniket/.config/Code --sS
aniket   5429  5318   5436 0 23   0.5  0.6  1461359660 106192 ?        Sl   17:46   0:00    /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --crashpad-handler-pid=5339 --enable-crash-reporter=2350b6bb-16d1-4e2c-b33e-460320cf6f9c,no_channel --user-data-dir=/home/aniket/.config/Code --sS
aniket   5429  5318   5437 0 23   0.5  0.6  1461359660 106192 ?        Sl   17:46   0:00    /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --crashpad-handler-pid=5339 --enable-crash-reporter=2350b6bb-16d1-4e2c-b33e-460320cf6f9c,no_channel --user-data-dir=/home/aniket/.config/Code --sS
aniket   5429  5318   5442 0 23   0.5  0.6  1461359660 106192 ?        Sl   17:46   0:00    /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --crashpad-handler-pid=5339 --enable-crash-reporter=2350b6bb-16d1-4e2c-b33e-460320cf6f9c,no_channel --user-data-dir=/home/aniket/.config/Code --sS
aniket   5429  5318   5443 0 23   0.5  0.6  1461359660 106192 ?        Sl   17:46   0:00    /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --crashpad-handler-pid=5339 --enable-crash-reporter=2350b6bb-16d1-4e2c-b33e-460320cf6f9c,no_channel --user-data-dir=/home/aniket/.config/Code --sS
aniket   5429  5318   5444 0 23   0.5  0.6  1461359660 106192 ?        Sl   17:46   0:00    /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --crashpad-handler-pid=5339 --enable-crash-reporter=2350b6bb-16d1-4e2c-b33e-460320cf6f9c,no_channel --user-data-dir=/home/aniket/.config/Code --sS
aniket   5429  5318   5445 0 23   0.5  0.6  1461359660 106192 ?        Sl   17:46   0:00    /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --crashpad-handler-pid=5339 --enable-crash-reporter=2350b6bb-16d1-4e2c-b33e-460320cf6f9c,no_channel --user-data-dir=/home/aniket/.config/Code --sS
aniket   5429  5318   5449 0 23   0.5  0.6  1461359660 106192 ?        Sl   17:46   0:00    /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --crashpad-handler-pid=5339 --enable-crash-reporter=2350b6bb-16d1-4e2c-b33e-460320cf6f9c,no_channel --user-data-dir=/home/aniket/.config/Code --sS
aniket   5429  5318   5450 0 23   0.5  0.6  1461359660 106192 ?        Sl   17:46   0:00    /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --crashpad-handler-pid=5339 --enable-crash-reporter=2350b6bb-16d1-4e2c-b33e-460320cf6f9c,no_channel --user-data-dir=/home/aniket/.config/Code --sS
aniket   5429  5318   5451 0 23   0.5  0.6  1461359660 106192 ?        Sl   17:46   0:00    /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --crashpad-handler-pid=5339 --enable-crash-reporter=2350b6bb-16d1-4e2c-b33e-460320cf6f9c,no_channel --user-data-dir=/home/aniket/.config/Code --sS
aniket   5429  5318   5453 0 23   0.5  0.6  1461359660 106192 ?        Sl   17:46   0:00    /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --crashpad-handler-pid=5339 --enable-crash-reporter=2350b6bb-16d1-4e2c-b33e-460320cf6f9c,no_channel --user-data-dir=/home/aniket/.config/Code --sS
aniket   5429  5318   5454 0 23   0.5  0.6  1461359660 106192 ?        Sl   17:46   0:00    /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --crashpad-handler-pid=5339 --enable-crash-reporter=2350b6bb-16d1-4e2c-b33e-460320cf6f9c,no_channel --user-data-dir=/home/aniket/.config/Code --sS
aniket   5429  5318   5456 0 23   0.5  0.6  1461359660 106192 ?        Sl   17:46   0:00    /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --crashpad-handler-pid=5339 --enable-crash-reporter=2350b6bb-16d1-4e2c-b33e-460320cf6f9c,no_channel --user-data-dir=/home/aniket/.config/Code --sS
aniket   5429  5318   5458 0 23   0.5  0.6  1461359660 106192 ?        Sl   17:46   0:00    /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --crashpad-handler-pid=5339 --enable-crash-reporter=2350b6bb-16d1-4e2c-b33e-460320cf6f9c,no_channel --user-data-dir=/home/aniket/.config/Code --sS
aniket   5429  5318   5482 0 23   0.5  0.6  1461359660 106192 ?        Sl   17:46   0:00    /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --crashpad-handler-pid=5339 --enable-crash-reporter=2350b6bb-16d1-4e2c-b33e-460320cf6f9c,no_channel --user-data-dir=/home/aniket/.config/Code --sS
aniket   5429  5318   5483 0 23   0.5  0.6  1461359660 106192 ?        Sl   17:46   0:00    /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --crashpad-handler-pid=5339 --enable-crash-reporter=2350b6bb-16d1-4e2c-b33e-460320cf6f9c,no_channel --user-data-dir=/home/aniket/.config/Code --sS
aniket   5429  5318   5484 0 23   0.5  0.6  1461359660 106192 ?        Sl   17:46   0:00    /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --crashpad-handler-pid=5339 --enable-crash-reporter=2350b6bb-16d1-4e2c-b33e-460320cf6f9c,no_channel --user-data-dir=/home/aniket/.config/Code --sS
aniket   5429  5318   5485 0 23   0.5  0.6  1461359660 106192 ?        Sl   17:46   0:00    /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --crashpad-handler-pid=5339 --enable-crash-reporter=2350b6bb-16d1-4e2c-b33e-460320cf6f9c,no_channel --user-data-dir=/home/aniket/.config/Code --sS
aniket   5429  5318   5486 0 23   0.5  0.6  1461359660 106192 ?        Sl   17:46   0:00    /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --crashpad-handler-pid=5339 --enable-crash-reporter=2350b6bb-16d1-4e2c-b33e-460320cf6f9c,no_channel --user-data-dir=/home/aniket/.config/Code --sS
aniket   5429  5318   5509 0 23   0.5  0.6  1461359660 106192 ?        Sl   17:46   0:00    /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --crashpad-handler-pid=5339 --enable-crash-reporter=2350b6bb-16d1-4e2c-b33e-460320cf6f9c,no_channel --user-data-dir=/home/aniket/.config/Code --sS
aniket   5429  5318   5510 0 23   0.5  0.6  1461359660 106192 ?        Sl   17:46   0:00    /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --crashpad-handler-pid=5339 --enable-crash-reporter=2350b6bb-16d1-4e2c-b33e-460320cf6f9c,no_channel --user-data-dir=/home/aniket/.config/Code --sS
aniket   5459  5318   5459 3 21   4.3  1.8  1461343648 299472 ?        Sl   17:46   0:07    /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --dns-result-order=ipv4first --experimental-network-inspection --inspect-port=0 --crashpad-handler-pid=5339 --enable-crash-reporter=2350b6bb-16d1&
aniket   5459  5318   5461 0 21   4.3  1.8  1461343648 299472 ?        Sl   17:46   0:07    /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --dns-result-order=ipv4first --experimental-network-inspection --inspect-port=0 --crashpad-handler-pid=5339 --enable-crash-reporter=2350b6bb-16d1&
aniket   5459  5318   5462 0 21   4.3  1.8  1461343648 299472 ?        Sl   17:46   0:07    /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --dns-result-order=ipv4first --experimental-network-inspection --inspect-port=0 --crashpad-handler-pid=5339 --enable-crash-reporter=2350b6bb-16d1&
aniket   5459  5318   5463 0 21   4.3  1.8  1461343648 299472 ?        Sl   17:46   0:07    /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --dns-result-order=ipv4first --experimental-network-inspection --inspect-port=0 --crashpad-handler-pid=5339 --enable-crash-reporter=2350b6bb-16d1&
aniket   5459  5318   5464 0 21   4.3  1.8  1461343648 299472 ?        Sl   17:46   0:07    /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --dns-result-order=ipv4first --experimental-network-inspection --inspect-port=0 --crashpad-handler-pid=5339 --enable-crash-reporter=2350b6bb-16d1&
aniket   5459  5318   5465 0 21   4.3  1.8  1461343648 299472 ?        Sl   17:46   0:07    /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --dns-result-order=ipv4first --experimental-network-inspection --inspect-port=0 --crashpad-handler-pid=5339 --enable-crash-reporter=2350b6bb-16d1&
aniket   5459  5318   5466 0 21   4.3  1.8  1461343648 299472 ?        Sl   17:46   0:07    /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --dns-result-order=ipv4first --experimental-network-inspection --inspect-port=0 --crashpad-handler-pid=5339 --enable-crash-reporter=2350b6bb-16d1&
aniket   5459  5318   5467 0 21   4.3  1.8  1461343648 299472 ?        Sl   17:46   0:07    /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --dns-result-order=ipv4first --experimental-network-inspection --inspect-port=0 --crashpad-handler-pid=5339 --enable-crash-reporter=2350b6bb-16d1&
aniket   5459  5318   5468 0 21   4.3  1.8  1461343648 299472 ?        Sl   17:46   0:07    /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --dns-result-order=ipv4first --experimental-network-inspection --inspect-port=0 --crashpad-handler-pid=5339 --enable-crash-reporter=2350b6bb-16d1&
aniket   5459  5318   5469 0 21   4.3  1.8  1461343648 299472 ?        Sl   17:46   0:07    /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --dns-result-order=ipv4first --experimental-network-inspection --inspect-port=0 --crashpad-handler-pid=5339 --enable-crash-reporter=2350b6bb-16d1&
aniket   5459  5318   5470 0 21   4.3  1.8  1461343648 299472 ?        Sl   17:46   0:07    /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --dns-result-order=ipv4first --experimental-network-inspection --inspect-port=0 --crashpad-handler-pid=5339 --enable-crash-reporter=2350b6bb-16d1&
aniket   5459  5318   5471 0 21   4.3  1.8  1461343648 299472 ?        Sl   17:46   0:07    /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --dns-result-order=ipv4first --experimental-network-inspection --inspect-port=0 --crashpad-handler-pid=5339 --enable-crash-reporter=2350b6bb-16d1&
aniket   5459  5318   5472 0 21   4.3  1.8  1461343648 299472 ?        Sl   17:46   0:07    /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --dns-result-order=ipv4first --experimental-network-inspection --inspect-port=0 --crashpad-handler-pid=5339 --enable-crash-reporter=2350b6bb-16d1&
aniket   5459  5318   5473 0 21   4.3  1.8  1461343648 299472 ?        Sl   17:46   0:07    /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --dns-result-order=ipv4first --experimental-network-inspection --inspect-port=0 --crashpad-handler-pid=5339 --enable-crash-reporter=2350b6bb-16d1&
aniket   5459  5318   5474 0 21   4.3  1.8  1461343648 299472 ?        Sl   17:46   0:07    /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --dns-result-order=ipv4first --experimental-network-inspection --inspect-port=0 --crashpad-handler-pid=5339 --enable-crash-reporter=2350b6bb-16d1&
aniket   5459  5318   5487 0 21   4.3  1.8  1461343648 299472 ?        Sl   17:46   0:07    /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --dns-result-order=ipv4first --experimental-network-inspection --inspect-port=0 --crashpad-handler-pid=5339 --enable-crash-reporter=2350b6bb-16d1&
aniket   5459  5318   5488 0 21   4.3  1.8  1461343648 299472 ?        Sl   17:46   0:07    /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --dns-result-order=ipv4first --experimental-network-inspection --inspect-port=0 --crashpad-handler-pid=5339 --enable-crash-reporter=2350b6bb-16d1&
aniket   5459  5318   5489 0 21   4.3  1.8  1461343648 299472 ?        Sl   17:46   0:07    /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --dns-result-order=ipv4first --experimental-network-inspection --inspect-port=0 --crashpad-handler-pid=5339 --enable-crash-reporter=2350b6bb-16d1&
aniket   5459  5318   5490 0 21   4.3  1.8  1461343648 299472 ?        Sl   17:46   0:07    /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --dns-result-order=ipv4first --experimental-network-inspection --inspect-port=0 --crashpad-handler-pid=5339 --enable-crash-reporter=2350b6bb-16d1&
aniket   5459  5318   5491 0 21   4.3  1.8  1461343648 299472 ?        Sl   17:46   0:07    /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --dns-result-order=ipv4first --experimental-network-inspection --inspect-port=0 --crashpad-handler-pid=5339 --enable-crash-reporter=2350b6bb-16d1&
aniket   5459  5318   5492 0 21   4.3  1.8  1461343648 299472 ?        Sl   17:46   0:07    /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --dns-result-order=ipv4first --experimental-network-inspection --inspect-port=0 --crashpad-handler-pid=5339 --enable-crash-reporter=2350b6bb-16d1&
aniket   5670  5459   5670 0 22   8.3  0.2  109028 47376 ?        Sl   17:48   0:07    /home/aniket/.vscode/extensions/ms-vscode.cpptools-1.30.5-linux-x64/bin/cpptools
aniket   5670  5459   5671 0 22   8.3  0.2  109028 47376 ?        Sl   17:48   0:07    /home/aniket/.vscode/extensions/ms-vscode.cpptools-1.30.5-linux-x64/bin/cpptools
aniket   5670  5459   5672 0 22   8.3  0.2  109028 47376 ?        Sl   17:48   0:07    /home/aniket/.vscode/extensions/ms-vscode.cpptools-1.30.5-linux-x64/bin/cpptools
aniket   5670  5459   5673 0 22   8.3  0.2  109028 47376 ?        Sl   17:48   0:07    /home/aniket/.vscode/extensions/ms-vscode.cpptools-1.30.5-linux-x64/bin/cpptools
aniket   5670  5459   5674 0 22   8.3  0.2  109028 47376 ?        Sl   17:48   0:07    /home/aniket/.vscode/extensions/ms-vscode.cpptools-1.30.5-linux-x64/bin/cpptools
aniket   5670  5459   5676 0 22   8.3  0.2  109028 47376 ?        Sl   17:48   0:07    /home/aniket/.vscode/extensions/ms-vscode.cpptools-1.30.5-linux-x64/bin/cpptools
